institution,seed_url,source,score,matched_terms,reason
Universidad de Ingeniería y Tecnología,https://utec.edu.pe/noticias/ingenieria-electronica-lo-que-puedes-crear-con-esta-carrera,sitemap,7,carrera|electronica|ingenieria,"url:carrera + stem:electronica,ingenieria + sitemap + low-priority:noticias"
Universidad de Ingeniería y Tecnología,https://utec.edu.pe/blog-de-carreras/ingenieria-ambiental/dia-del-agua-por-que-estudiar-una-carrera-relacionada-al-cuidado-de-este-recurso-natural,sitemap,5,carrera|ingenieria,url:carrera + stem:ingenieria + sitemap + low-priority:blog
Universidad de Ingeniería y Tecnología,https://utec.edu.pe/blog-de-carreras/ingenieria-ambiental/director-de-la-carrera-de-ingenieria-ambiental-de-utec-publica-articulo-cientifico-en-prestigiosa-revista-new-phytologist,sitemap,5,carrera|ingenieria,url:carrera + stem:ingenieria + sitemap + low-priority:blog
Universidad de Ingeniería y Tecnología,https://utec.edu.pe/blog-de-carreras/ingenieria-ambiental/ingenieria-ambiental-la-carrera-que-te-llevara-cuidar-el-medioambiente,sitemap,5,carrera|ingenieria,url:carrera + stem:ingenieria + sitemap + low-priority:blog
Universidad de Ingeniería y Tecnología,https://utec.edu.pe/blog-de-carreras/ingenieria-de-la-energia/aprendizaje-para-la-vida-mi-experiencia-en-el-programa-repu,sitemap,5,ingenieria|programa,url:programa + stem:ingenieria + sitemap + low-priority:blog
Universidad de Ingeniería y Tecnología,https://utec.edu.pe/blog-de-carreras/ingenieria-de-la-energia/el-departamento-de-energia-participo-en-el-1deg-foro-de-energias-renovables-en-veracruz,sitemap,5,departamento|ingenieria,url:departamento + stem:ingenieria + sitemap + low-priority:blog
Universidad de Ingeniería y Tecnología,https://utec.edu.pe/blog-de-carreras/ingenieria-de-la-energia/experiencia-del-programa-misti-en-utec,sitemap,5,ingenieria|programa,url:programa + stem:ingenieria + sitemap + low-priority:blog
Universidad Nacional Mayor de San Marcos - Física,https://fisica.unmsm.edu.pe/formacion-academica/posgrado,homepage,5,posgrado,url:posgrado + anchor:posgrado
Universidad Nacional Mayor de San Marcos - Física,https://fisica.unmsm.edu.pe/formacion-academica/pregrado,homepage,5,pregrado,url:pregrado + anchor:pregrado
Universidad Nacional Mayor de San Marcos - Física,https://fisica.unmsm.edu.pe/informacion-academica/posgrado,homepage,5,posgrado,url:posgrado + anchor:posgrado
Universidad Nacional Mayor de San Marcos - Física,https://fisica.unmsm.edu.pe/informacion-academica/pregrado,homepage,5,pregrado,url:pregrado + anchor:pregrado
Universidad Nacional Mayor de San Marcos - Física,https://fisica.unmsm.edu.pe/produccion-cientifica/abstract-book-international-school-on-fundamental-crystallography-seventh-mathcryst-peru-2024,homepage,5,school,url:school + anchor:school
